ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
10213,100000,2,2,1,40,-1,0,0,2,1,-1,-1674,111984,41630,100337,38158,97452,0,42289,5635,13416,2827,4089
10214,250000,2,2,1,45,-1,-1,0,0,0,0,278019,130212,113675,26169,15667,56225,9916,56358,45443,3138,1855,12654
10215,100000,2,3,2,40,-1,0,0,-1,0,-1,21641,8156,109982,15812,73139,60144,10779,3530,32440,6041,35890,26029
10216,120000,2,3,1,31,0,1,1,1,0,0,146076,8955,59429,90870,102811,139348,31207,79,14576,34810,9112,29093
10217,50000,1,2,3,42,-2,2,0,-1,-1,-2,55410,43130,1890,21707,65109,65074,15920,19549,390,10232,17132,18931
10218,80000,1,2,3,36,2,1,0,0,-1,-1,4640,34680,67767,34331,78191,94292,1058,5412,12410,3146,7878,12889
10219,300000,2,1,2,31,-1,2,-2,0,-1,-1,21366,68690,334019,181256,255166,66998,7683,26482,133799,64290,68179,25402
10220,50000,2,2,1,37,0,2,0,0,0,0,52825,54924,32341,34637,49233,48314,7296,21875,14016,9469,10793,4367
10221,100000,1,2,2,22,-1,-1,0,2,-1,8,50619,82542,20507,39225,80986,99178,15470,33064,5858,16911,28604,127
10222,1000000,1,2,2,30,0,0,-1,2,0,0,343677,875647,717905,458836,624397,927140,126892,8605,173410,141191,177559,286391
10223,50000,2,2,1,23,0,-1,0,2,-1,-1,37723,27519,38151,43935,25372,27899,54,3610,16912,4796,3237,4574
10224,360000,2,3,2,34,0,0,0,-1,5,-1,307182,410787,295203,130115,62424,198597,132837,100454,97455,17471,1110,42204
10225,360000,1,2,2,23,-1,3,0,0,0,-1,252485,57425,315169,94993,286445,83877,49528,26547,117233,18669,56411,25719
10226,30000,2,3,1,38,-1,0,2,0,-1,-1,17410,27603,6639,14617,19358,-5436,4464,536,2488,4493,1285,0
10227,120000,1,2,1,44,0,0,0,-1,0,-1,122674,20054,103013,79453,79729,88819,36142,1473,32463,36828,34201,6109
10228,120000,1,3,2,42,0,-1,0,-1,-1,2,46091,37977,123448,117676,92968,32969,19082,9768,53650,16581,20373,6474
10229,80000,1,3,2,23,-1,0,-1,2,-1,-1,47416,75786,85476,3707,64704,-2145,20727,18059,14728,874,1244,0
10230,20000,1,3,2,22,0,0,-1,-1,-1,-1,16198,1375,8790,11020,21090,-7235,5523,20,2979,848,7583,0
10231,50000,2,4,2,29,1,0,1,0,-1,2,2821,32928,55827,17495,25257,55414,874,13633,21243,3368,6869,19125
10232,30000,2,3,2,34,0,-1,0,0,-1,0,26441,-1203,23728,31717,22885,19285,3398,0,10848,9749,4388,8058
10233,50000,1,5,1,21,0,-2,-1,-2,1,0,9697,42804,8627,15346,63550,43367,4439,3178,2571,567,6176,9540
10234,300000,1,2,1,28,1,1,2,2,0,-1,68928,263425,303848,269934,361052,173462,15786,109104,131763,66977,43085,79699
10235,360000,2,5,1,28,0,1,-1,-1,3,-1,19878,236046,417197,131322,403630,342920,5798,61351,81557,56942,28068,161474
10236,20000,2,3,2,31,-1,0,-1,0,0,2,20429,-2103,2312,30177,6567,15718,440,0,62,1745,2195,4706
10237,80000,2,2,2,21,-2,-1,-1,2,-2,0,87842,76758,37081,5779,47647,1418,1729,31839,13894,1200,11192,4
10238,1000000,1,2,1,21,0,-1,-1,1,-1,-1,263818,354730,814699,964290,1054385,946662,1992,66515,335889,48718,402842,374356
10239,150000,1,2,1,30,2,0,-1,3,-2,-2,108484,52672,131567,70561,111941,131471,9086,1570,24175,13868,40540,23775
10240,200000,2,5,1,27,1,3,0,-1,-1,0,179629,132481,145162,3711,100640,137474,32508,55377,10119,251,8226,46556
10241,10000,1,3,2,33,5,0,0,-1,1,-1,-969,5247,3806,11727,10317,4106,0,1864,337,499,416,291
10242,120000,2,3,2,30,-2,-1,0,0,-1,-1,29250,112176,85876,60316,112187,144670,11104,46627,12011,17176,20913,43140
10243,1000000,1,1,2,35,-1,-1,0,0,-1,0,342693,572095,119189,108008,773637,503766,27142,247100,56999,35296,140169,121542
10244,100000,2,3,1,21,-1,1,0,0,0,0,102301,17852,120904,41177,78365,13819,17967,5543,47878,7971,22707,1366
10245,30000,1,3,1,33,-1,0,4,-1,0,2,17232,22294,6575,-1375,22288,29050,1401,6465,101,0,1295,11482
10246,120000,1,3,1,21,0,-1,0,-1,0,-1,66898,129876,44528,49004,108215,17430,22522,37952,19166,21491,45594,6796
10247,800000,1,2,2,39,1,-1,-2,-1,0,0,42286,160309,821568,610457,380479,847141,18410,74231,156002,146278,117715,189790
10248,80000,2,2,1,43,-1,2,0,-1,-1,2,56568,75934,88620,30406,54341,76851,21151,21757,440,8626,18542,36069
10249,250000,2,2,2,27,-1,4,-1,2,-1,0,40168,106416,45595,211835,52479,243326,7305,30647,22579,17694,24027,94346
10250,250000,2,3,2,33,-1,-1,0,-1,2,-1,30416,133572,36435,272828,244438,65513,8675,50457,6481,107157,107887,24196
10251,50000,1,3,2,39,-1,0,0,1,-1,1,22691,62810,58354,-664,44410,6273,5478,23814,19116,0,6489,503
10252,100000,1,2,1,31,0,-1,2,0,2,0,53600,6955,70383,18750,77436,89833,5419,397,10788,1114,7488,35371
10253,200000,2,2,2,35,0,0,-1,6,2,-2,101655,42988,172614,230294,206220,41617,4262,10392,50284,54025,59201,10358
10254,100000,2,2,1,27,0,0,0,6,-1,-1,76508,74338,121317,2232,30335,11642,35232,25219,8212,986,13841,4781
10255,50000,2,2,3,49,0,-1,0,0,0,-1,26932,53026,13861,42882,37051,-5965,6710,23761,2144,1089,10970,0
10256,800000,2,1,2,34,0,3,-1,0,1,1,321511,187364,26963,763327,282194,289613,158024,74089,6754,229152,8087,90897
10257,200000,2,3,2,32,-1,0,-1,-1,0,0,74980,44010,164843,224185,40686,224311,8924,13986,68980,2555,11656,96424
10258,300000,1,4,1,41,-1,-1,0,-1,0,-1,272121,333765,198764,154535,35628,255266,37142,7394,68733,38149,1301,61836
10259,20000,1,1,1,40,-1,2,-1,0,0,2,6402,20971,13766,6135,7623,25186,2354,2253,1801,2906,1107,338
10260,50000,1,3,2,21,-1,-1,1,-1,0,1,5119,8723,59083,24243,22510,26474,1074,3578,12511,1100,6940,4813
10261,120000,1,2,1,44,-1,0,-1,0,0,0,14396,81873,-277,9914,31784,132468,3525,18883,0,3317,7664,62013
10262,20000,1,2,2,32,1,0,-1,0,-1,0,13225,9335,22229,16128,24079,13246,3137,3779,10652,3401,5823,2677
10263,1000000,2,3,2,21,-1,-1,-1,0,-1,0,398578,686799,601796,1044659,1126462,880467,92654,185238,168476,24223,384830,288634
10264,50000,2,2,1,32,-1,0,-2,2,-1,1,27211,61959,38221,44640,43110,23111,3250,17816,14598,18180,4707,3545
10265,100000,1,6,1,26,0,1,-1,0,1,0,23748,45385,5563,61195,60124,73720,9144,3394,2016,21757,5336,22161
10266,50000,2,6,1,38,-1,4,-1,1,1,0,13934,22748,38389,51307,28862,45638,4795,3405,650,2046,7299,10812
10267,30000,2,3,1,42,2,-1,0,-1,2,-2,37089,38522,20613,18286,28264,28687,859,12080,7906,3424,13086,4512
10268,50000,1,6,1,35,0,0,0,-2,-1,-1,50367,5064,62626,9874,60879,35963,15518,2135,21907,3497,8812,14122
10269,80000,2,2,2,29,5,4,1,-1,-1,-1,63750,45316,20977,40872,9646,79519,6815,9782,4905,12479,222,331
10270,200000,1,1,2,26,4,0,-1,0,1,-1,79403,37603,5528,143565,142102,33936,27295,16289,956,57147,26139,8354
10271,80000,1,3,1,38,0,0,0,-2,-2,2,38384,41104,5982,21795,29883,80715,300,10347,1483,6371,10388,10473
10272,80000,2,3,2,33,0,0,-1,0,-1,-1,18524,69928,41049,76692,10302,28294,3996,5501,2707,34567,2014,1417
10273,10000,1,2,2,23,-1,-1,1,2,8,0,2565,3306,6995,9940,9244,5480,282,642,2677,3513,135,399
10274,80000,1,2,1,41,0,1,0,0,2,0,60555,27436,46554,20207,96767,54646,27169,5030,9714,8666,40090,14665
10275,150000,1,2,1,28,2,-2,0,0,0,0,48445,162655,-5067,115131,171111,135910,18871,72161,0,26246,63287,39161
10276,50000,2,2,1,40,1,4,-1,-1,0,2,8160,13866,11219,31148,14225,19163,3251,4492,849,13658,1652,4257
10277,150000,1,3,1,30,0,0,1,1,-1,3,178048,60385,60272,71694,84550,100385,24460,9587,16219,2075,9708,28406
10278,80000,2,2,1,28,-1,-1,-1,1,-1,0,74456,58239,103800,64645,72932,46930,28392,16716,50060,27172,16234,23382
10279,200000,1,3,2,36,0,1,0,0,0,0,150457,74707,103907,152934,235283,5528,18589,34463,18297,64517,3126,717
10280,20000,2,2,2,53,0,0,-1,0,-1,-1,329,27525,11635,26622,-769,17396,13,10744,3907,12244,0,6944
10281,360000,1,3,1,38,0,-2,1,2,1,-1,68379,152364,149786,51241,297213,371564,26679,46952,71227,22385,115099,162789
10282,10000,1,3,2,28,-1,0,0,2,0,-1,1720,1293,3237,3854,13550,-5238,578,373,72,888,4763,0
10283,30000,1,2,1,42,0,-1,-2,0,0,0,22146,4944,11834,34330,29230,13037,4147,1062,1125,7554,6839,4824
10284,250000,1,2,1,32,1,-2,-1,0,0,-1,61540,134479,212980,108206,300410,26634,23765,1667,51490,40165,121707,9282
10285,20000,2,2,1,48,0,-1,-2,0,-1,-2,14662,6083,22749,18185,26556,20848,3681,258,10449,7719,7490,8052
10286,200000,2,2,1,21,-1,-1,-1,4,0,-2,216880,182070,74752,22969,13544,22650,61560,12813,22136,1452,4887,2391
10287,800000,2,4,1,50,-1,4,2,0,-1,-1,183674,493678,487024,146857,210935,148864,36824,200722,166813,53327,92639,49064
10288,360000,2,3,2,41,-1,4,1,0,3,2,153201,390524,319228,219145,78911,366254,20930,179947,74660,89223,135,96709
10289,200000,2,3,1,26,2,0,-1,0,-1,3,190929,122825,183907,226974,4303,72081,28876,22662,56321,50768,2003,2673
10290,500000,2,1,2,24,0,2,-1,-1,3,2,601990,146612,339941,485064,291700,455320,155715,52184,167220,155704,121744,155708
10291,100000,2,1,2,43,1,4,-1,1,-1,-1,53923,119130,99682,14237,120952,19187,5884,52470,48283,5730,54874,1247
10292,360000,1,2,2,30,-1,-1,1,0,-1,-2,11185,230735,320775,271945,297646,196890,1206,68807,14802,65881,81769,73066
10293,80000,2,2,1,24,0,0,2,2,0,-1,36825,11713,25663,52820,56077,56172,8471,4037,6572,24907,27617,15918
10294,500000,1,1,2,36,2,2,2,0,0,-2,177575,2971,203558,584328,258201,480268,69465,260,6875,64157,92672,147175
10295,30000,1,3,1,39,0,2,0,0,0,1,30985,35568,34519,15951,11594,14265,6456,17101,9910,2537,3103,4415
10296,500000,2,3,1,39,-1,0,0,0,1,3,423153,255054,584083,344840,161971,181457,185547,86755,200542,103192,33387,58268
10297,300000,2,2,2,24,-1,0,0,2,0,3,228425,195928,165461,219656,64127,345352,20655,76075,8575,96512,24543,18003
10298,300000,2,3,1,29,0,-1,-1,-1,0,0,253119,304301,47566,123604,110082,340547,46645,44184,22845,13376,12693,28827
10299,30000,2,3,1,36,0,1,-1,1,-1,-1,-3074,29611,21717,13897,6268,9570,0,7735,7655,932,13,4433
10300,150000,1,2,2,24,0,1,0,1,0,-2,82936,173892,95178,176437,73160,168013,29473,42745,2297,17177,4587,52984
10301,10000,1,2,2,33,0,-1,-1,3,-1,2,6398,12884,2758,5827,8248,6689,695,4445,812,2474,712,2596
10302,250000,2,3,2,34,0,-1,-1,0,-1,0,141421,194940,243443,153972,4404,162911,54756,29413,62069,22371,2119,68174
10303,10000,2,1,2,35,0,-1,2,2,1,-1,14357,3208,6261,1873,264,6374,5583,26,675,152,112,1695
10304,30000,1,2,1,21,0,0,-1,0,0,0,16594,26310,-222,32542,6395,1040,2784,4634,0,13606,1367,403
10305,50000,2,2,1,30,-2,-1,0,2,0,1,12395,8341,35659,18150,53181,32498,4660,1137,13318,753,19357,12518
10306,360000,2,1,2,28,-1,0,0,-1,-1,2,378157,427293,94822,236864,423817,60250,182268,198195,38287,3441,29084,12903
10307,80000,2,1,2,28,1,2,-1,-2,-1,0,88182,52403,5075,86771,89885,16150,4276,22450,1230,34034,9676,1250
10308,150000,2,2,2,47,1,-1,3,0,-1,-1,95985,55944,53347,4881,119768,93552,18570,2109,16584,548,25096,19516
10309,150000,2,3,2,39,-1,0,2,-2,0,0,13994,113495,42585,76548,71489,49091,6822,26276,16650,9004,7265,20856
10310,50000,1,2,1,30,-1,-1,2,0,1,3,22566,17001,34205,41308,57291,28145,10710,6128,11873,17610,6809,3894
10311,150000,1,3,1,47,0,0,-1,0,0,-1,114935,140356,47664,140357,178310,75407,34654,17565,17682,34195,85278,34593
10312,200000,2,3,2,48,2,1,-2,0,2,-1,76585,77889,79658,129692,71342,79415,3143,6231,35882,18530,10922,29158
10313,80000,2,3,1,33,-1,-1,-1,0,4,-1,65563,83669,82035,10266,53588,15970,31527,15373,12166,5039,8099,1880
10314,100000,1,2,2,28,2,-1,0,0,0,0,79790,90286,45898,56700,16604,43175,10925,1860,7485,7604,5263,19362
10315,120000,2,3,2,39,-1,0,-1,-1,-1,0,18654,17162,52322,112775,78954,68194,5558,2310,20868,2957,8952,5424
10316,500000,2,3,1,21,-2,2,2,0,-2,0,335205,511146,152124,341142,1038,86611,123950,53010,65419,98101,170,18769
10317,150000,2,1,2,36,1,-1,2,0,-1,-1,114407,105009,34263,125309,154198,398,3619,2216,14292,24314,41788,3
10318,500000,2,1,1,31,0,0,0,0,0,1,105464,336751,355380,419093,233242,533307,10589,84843,60312,53447,92417,229636
10319,150000,2,4,1,21,0,-1,1,3,2,-1,26445,170548,54359,111437,19387,167868,4972,71747,11068,51922,1202,13442
10320,120000,1,2,2,47,-1,-1,-1,2,-1,-1,61899,24973,26024,63320,90500,33923,10261,8379,8730,6407,6818,11169
10321,10000,2,3,2,25,1,-1,2,-1,2,4,8581,7562,6447,10573,5831,11509,1688,1588,754,5153,154,574
10322,120000,1,2,2,21,0,-1,-1,0,0,6,111736,63395,133741,100465,27976,109611,45796,23601,22220,2290,6666,37793
10323,500000,2,3,2,32,-1,-1,0,0,0,-1,576966,132887,326818,200489,162706,511600,61576,5772,150339,15425,31097,134644
10324,50000,2,3,2,21,1,0,2,4,-1,0,15787,3578,8152,7011,52882,7275,3522,1494,719,500,9618,2041
10325,20000,1,4,2,49,-1,0,0,-1,-1,0,23052,30208,-5564,1338,10951,-1354,3681,6011,0,484,2675,0
10326,100000,2,2,2,29,5,-1,-1,-2,1,2,99837,59433,5513,51087,25746,86481,6162,18156,136,19199,5637,31624
10327,100000,2,2,1,54,0,-1,2,-1,-1,-1,122572,94506,-2007,22705,23344,12288,20703,21396,0,5746,812,5605
10328,300000,1,3,1,21,0,-1,1,1,-2,0,120804,15399,173920,311748,277279,318362,34251,376,55367,26144,21013,53892
10329,20000,2,3,2,54,-1,1,2,-1,-1,-1,17265,3894,-7664,8094,2217,9577,1407,910,0,751,610,1688
10330,500000,2,2,2,32,0,2,3,0,0,0,418226,416777,126835,474898,509563,73133,6037,103348,8607,72319,89712,20090
10331,200000,1,1,2,31,0,1,0,0,0,-1,152280,185075,102143,205982,135905,19742,1237,57068,7619,1139,45031,5864
10332,360000,1,2,2,33,-1,0,-1,0,-1,-1,417297,74785,321269,256473,423462,417077,165146,14008,71149,73245,116705,166843
10333,200000,1,3,2,42,1,-1,-1,0,0,0,227200,20423,186567,205904,87878,236611,36473,9633,77690,78701,38683,33383
10334,300000,2,6,1,26,-1,1,0,-1,-1,0,103369,48499,201131,93263,166141,166654,23814,22615,68690,32480,59818,23027
10335,80000,1,2,2,42,0,3,-2,-1,-1,2,39396,51463,49639,52976,31768,92945,15581,5577,24780,8207,1032,19924
10336,80000,1,3,1,28,0,0,-2,0,-1,1,15616,81524,59838,78752,13461,73515,701,36771,14923,17414,1332,12511
10337,100000,2,2,1,28,0,-2,-1,0,-2,-1,-2262,106323,57828,7254,68846,73753,0,1688,28739,676,16520,13214
10338,250000,1,2,1,32,0,-1,-1,5,1,-2,49735,296553,125287,117456,65888,28197,11090,3500,1394,13176,6948,8425
10339,80000,1,3,1,41,2,-1,1,0,0,0,19802,35783,95523,82877,34096,92406,9110,15261,40464,38824,14553,44869
10340,50000,2,2,1,26,0,-1,-2,3,-1,2,34843,14504,52638,3526,51251,21537,649,4946,25047,797,21795,2013
10341,500000,1,3,1,52,-2,-1,1,-2,0,-1,442079,190127,16340,530995,35678,43891,1154,11983,5385,147025,5365,3872
10342,360000,2,1,2,29,-1,-1,0,-1,-1,-1,49833,344668,4357,72854,236076,352421,5547,87106,1944,25229,26253,113062
10343,80000,2,2,2,54,-1,0,0,-1,-1,0,44787,56396,14999,12129,50486,52777,21183,14266,6415,2783,24001,21187
10344,200000,2,1,2,26,-1,0,-2,0,-2,-1,91031,66473,72996,129858,98371,15655,16225,706,19653,60258,44110,5494
10345,80000,2,3,2,56,-1,0,2,-1,4,0,85899,-2905,5791,62856,16708,41104,28040,0,695,14468,7804,15600
10346,50000,1,3,1,44,4,5,0,-1,-1,0,2579,1129,32697,59886,3915,39407,118,417,1740,24679,1390,10427
10347,80000,1,2,2,49,-1,-1,0,4,-1,-1,73030,14031,85284,74967,47836,41527,21494,6465,1097,15331,22118,4517
10348,80000,1,2,3,22,1,0,0,0,-1,2,47991,62671,-19,37277,67827,35287,3665,1978,0,8424,1957,11877
10349,360000,2,2,1,26,0,0,2,0,3,0,251900,410455,243664,204435,202801,112941,69341,165320,84140,40840,72075,18045
10350,300000,1,1,1,26,0,0,-1,3,-2,4,235459,340625,28021,42718,190654,163265,66214,147173,8374,10322,91559,13687
10351,200000,2,3,1,34,0,0,1,0,0,0,108200,5665,232205,88086,88747,13761,28244,513,56619,18179,37455,3640
10352,500000,2,5,1,41,0,1,1,2,0,3,429916,376310,266360,208377,529361,174652,33551,112910,133124,30000,218262,14082
10353,100000,2,1,2,44,1,4,0,2,0,0,101775,19105,56447,40074,115973,110533,17382,6250,19004,8517,13541,40842
10354,50000,2,3,2,39,0,-2,3,-1,4,0,20000,53118,16640,31588,3909,3506,8741,11805,7250,14843,1599,156
10355,30000,1,3,1,40,0,0,1,0,0,3,32374,25225,26648,24829,39447,1066,9342,7043,10054,5631,12885,307
10356,80000,2,1,2,47,-1,1,-1,-1,0,3,82794,26992,60277,4343,89681,65455,8869,12800,13639,493,13788,6374
10357,30000,2,3,1,35,-1,7,0,0,3,2,-914,-1892,26180,32915,18949,9155,0,0,12158,7253,5884,583
10358,30000,2,2,1,31,1,0,-1,-1,-1,-1,19394,48019,-3189,30612,29740,37018,8202,9062,0,9376,6211,2438
10359,200000,2,3,1,40,-1,-1,1,2,1,-1,9252,84480,21592,142025,162122,77611,1298,22752,674,42743,78558,16587
10360,80000,1,2,2,39,0,0,1,0,0,-1,83318,30723,13539,65298,85900,27970,25537,199,1230,27090,23304,8713
10361,150000,1,1,1,22,0,1,0,1,-1,-1,59315,62568,6949,45843,120151,146395,24151,16507,1349,12175,17126,48754
10362,50000,1,2,2,36,-1,-1,2,-1,-1,1,27364,45598,44305,18585,26959,55341,10404,16426,21341,8527,9418,1113
10363,200000,1,3,1,57,-1,-1,-1,0,1,3,130134,112729,157979,159918,10200,149344,6532,54733,48719,12455,3540,45384
10364,50000,2,3,2,35,0,2,2,-1,-1,1,43929,28406,13262,19831,53470,17567,5165,1838,3089,2018,2882,7687
10365,80000,1,2,3,44,0,-1,0,-1,2,-1,81073,47391,3543,31427,55536,30059,3162,17384,1062,9442,11254,6857
10366,250000,2,2,2,33,2,-1,-1,-2,2,1,141018,128945,165378,202145,175196,221591,7545,48037,31134,25185,6333,50301
10367,150000,2,2,2,49,3,0,-1,-1,2,-1,25328,77377,133340,73056,97219,32454,3604,25840,58485,31253,42945,9199
10368,80000,1,5,1,40,0,-1,0,-1,1,0,17955,86795,42713,28866,17349,66201,1909,14307,12117,1644,1421,24222
10369,150000,2,2,1,29,-1,7,-1,0,-1,1,102982,115727,149544,51141,51470,16910,33040,19321,28906,10963,14425,7527
10370,200000,2,2,1,43,-1,-1,0,0,1,1,99226,240254,16160,75003,155047,153725,44590,27856,2747,2913,50979,12555
10371,360000,1,3,1,51,-2,-1,0,0,0,-1,96355,320971,211155,193879,49053,262842,45450,27871,68923,43511,13796,85391
10372,150000,2,2,1,40,1,0,0,0,-1,1,118506,70548,31427,108467,176970,25680,40303,18474,12987,31402,16415,3711
10373,50000,1,2,2,35,1,0,-1,1,-1,2,49386,55394,33614,47514,25127,7633,16041,10831,11458,20962,4860,3125
10374,250000,1,3,2,41,5,4,-1,0,0,-1,262858,7887,134501,76861,57190,154139,47815,1130,42672,14973,3094,66246
10375,250000,2,2,1,37,0,-2,0,3,1,-1,208404,174794,8209,255149,251602,13703,50735,1502,1459,82672,18815,204
10376,50000,1,2,1,43,-1,-2,0,0,0,-1,14745,20061,12036,26133,3353,22024,1806,3698,1844,6432,954,5916
10377,300000,2,2,1,32,1,-2,0,-1,-1,4,356463,58206,241832,89052,217970,12124,41828,24720,19363,35708,101695,1742
10378,120000,1,2,2,26,-2,-1,0,2,4,-1,19654,54294,107772,52434,67636,96239,7370,16778,36769,20460,13028,10373
10379,250000,2,2,2,44,0,0,3,0,0,1,213435,274522,161524,33651,291290,105877,92698,121143,66822,1005,61627,48981
10380,50000,2,3,1,55,0,0,0,0,0,0,8173,59836,15401,25743,51616,35889,2157,22743,181,12870,13722,14515
10381,80000,2,2,1,39,1,0,-1,-1,1,-1,86859,56800,45633,13711,96167,89327,37381,14892,6512,144,30474,44565
10382,500000,2,2,1,35,-1,0,0,0,-1,-1,285094,351615,264417,560399,505499,391988,53191,11609,92296,137293,123115,142251
10383,200000,2,3,2,61,-2,0,-1,-1,0,-1,28286,207296,17254,24236,57281,168954,6298,70805,1636,2417,6892,13006
10384,250000,2,2,1,45,2,3,-1,3,0,0,138677,270898,100299,255631,100923,250728,42844,48214,1970,75486,47953,101421
10385,200000,1,3,2,44,0,0,-1,0,1,-1,114604,197700,10050,213700,85237,232895,38585,87166,2341,25100,22771,17731
10386,50000,2,2,2,37,4,-1,4,2,0,0,21189,13686,19012,8848,45519,34756,7889,150,3438,2542,20354,10002
10387,120000,2,3,1,30,0,-2,-2,-1,-1,-1,49367,22417,108234,76877,76526,116781,17596,6453,18837,1982,21970,39379
10388,300000,2,3,3,31,0,-1,0,0,2,-1,117918,305215,90176,309059,250276,39180,51644,117773,28007,37047,14169,4197
10389,200000,2,2,2,33,-1,-1,1,0,0,0,112022,16404,165977,222212,216042,185840,19708,2107,8833,38360,63461,5955
10390,10000,1,2,2,22,-1,0,-1,-2,0,1,1715,5027,-3439,1585,11580,24711,668,2447,0,278,821,4175
10391,30000,1,2,2,33,0,1,2,0,1,-1,24845,25021,1447,4620,20893,36259,7524,7403,526,614,2487,6424
10392,80000,2,1,1,36,0,-1,3,-1,0,0,6485,14669,78820,101162,61542,58882,1147,4431,36305,7135,28071,11114
10393,500000,1,3,2,32,0,0,2,0,2,0,546153,373087,398194,201057,365791,571385,230014,53931,48325,65378,94684,264907
10394,120000,2,2,2,37,0,0,3,2,-1,1,21501,6509,54013,125044,107484,126917,10241,2085,13905,49864,51380,14815
10395,80000,2,3,1,34,-2,-1,0,1,0,-2,7338,65277,42320,90078,47066,16602,1339,8340,5455,31250,22259,166
10396,80000,1,2,2,36,0,2,-1,-1,0,-1,53439,83715,43696,16949,26063,37373,11701,25597,16512,4355,2074,15156
10397,50000,1,2,2,29,0,0,-1,0,3,0,18337,12901,55826,52124,41953,49422,1289,2815,12596,7610,7868,8673
10398,100000,1,2,2,32,0,-1,1,0,-1,-1,70712,20004,88342,26531,111774,46816,32774,8126,40680,1142,5132,413
10399,50000,1,2,1,34,-1,2,-1,-1,0,2,27531,50139,34061,21301,4747,44468,2954,17860,7310,5369,1015,4440
10400,300000,2,5,1,28,0,1,1,0,0,-1,245439,159958,228402,13139,311426,20259,11171,60456,14910,2038,76609,2131
10401,120000,2,3,1,34,0,2,-1,-1,0,-1,134676,95353,6990,73674,86744,88509,43448,37193,280,27105,14575,33126
10402,80000,2,2,2,29,0,0,-2,0,2,0,26679,90132,21429,68404,57139,-2844,11795,25485,1334,32526,17882,0
10403,500000,1,3,2,44,-1,-1,1,-1,2,-1,122227,141811,461174,430577,568571,304085,23152,40493,222951,9873,277506,85070
10404,80000,1,2,2,32,0,-1,-1,2,0,0,8622,6398,27366,75971,65249,5071,1882,612,3609,18797,557,942
10405,360000,1,6,2,39,0,-1,1,-1,0,6,78640,230416,275792,219797,121318,219548,20129,102566,24734,12194,11085,61667
10406,20000,1,5,1,29,-1,0,2,0,4,-1,16369,13875,22465,-3813,17033,14883,3118,6699,8209,0,5426,6760
10407,200000,2,1,2,33,0,0,-1,1,0,0,51027,161246,108417,47482,47623,225525,25374,36354,14135,5688,20171,13930
10408,120000,1,2,2,34,-1,-1,2,-1,-1,-1,58334,141980,151493,107312,71321,13861,16895,51695,46847,3771,35547,219
10409,100000,2,3,2,23,-1,2,3,-1,1,1,-5122,25622,14352,93534,113016,48094,0,2401,2824,24240,29961,10137
10410,20000,1,2,2,21,4,-1,-1,0,0,0,20400,23797,11524,7321,26700,1532,6029,6075,340,1122,8074,598
10411,20000,2,2,1,22,-2,-1,-1,2,-1,0,-2215,16532,20613,19005,17895,13226,0,7830,5968,3894,7159,6148
10412,80000,1,2,2,41,-1,0,1,5,0,1,2174,5420,88449,16973,24767,59554,978,2071,14608,3047,8377,16233
10413,500000,1,3,2,39,-1,-1,0,0,1,-1,428739,116775,33830,10665,469754,64494,212900,21738,7679,2308,97546,476
10414,200000,2,2,1,32,-1,-1,3,0,0,-1,27356,68088,186248,175264,77123,181007,4946,12680,63536,4780,30807,55257
10415,80000,1,3,2,21,3,-1,-1,-1,0,2,46982,65840,89526,89776,55981,79817,21356,16597,38015,14712,207,8064
10416,200000,1,2,2,41,0,-1,0,-1,2,0,35937,235526,93670,51393,79916,143246,12765,105734,24907,8200,19824,43529
10417,50000,1,2,2,29,0,1,-1,0,2,-1,53867,29839,26725,57721,23825,31831,15847,4893,5145,8589,11316,1181
10418,50000,1,3,2,37,-1,-1,-1,0,-2,-1,18345,56927,62296,29606,50602,58027,6393,8699,24592,11110,18565,24935
10419,80000,1,2,2,37,0,-1,0,3,1,-1,12769,54472,62376,8256,38151,45030,1995,18471,3605,2047,595,11532
10420,300000,2,2,1,45,-1,0,1,3,3,4,316016,256935,325782,51862,121399,288477,136634,115409,52706,22276,12220,4375
10421,120000,2,1,1,35,0,0,-1,0,-1,0,71467,90702,112622,127412,53253,93953,7552,16141,43085,37382,25485,22826
10422,80000,1,3,1,21,1,-1,-1,0,-1,0,29886,96464,95906,99621,65620,91231,9032,44043,40405,45044,29007,9175
10423,500000,1,1,2,40,0,-1,-1,0,-2,0,88890,10336,53453,226049,223998,56839,24489,284,9862,8230,54838,14128
