ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH
211,150000,2,2,2,27,0,0,-2,-1,0,0,21068,153418,46506,42764,89676,116132,7147,26503,15241,14242,12857,46973,0
212,200000,1,1,1,30,0,0,3,-1,-1,-1,73205,39308,140853,46381,56624,8020,17757,9749,63408,10564,13923,1957,0
213,200000,1,2,1,36,0,1,-1,0,-1,-1,114350,96542,26829,9130,47889,56331,3882,15402,7289,2618,7687,12457,0
214,50000,2,2,2,28,0,-1,-1,0,3,2,43203,40896,-4847,58587,28825,34534,8829,13505,0,4482,7702,12340,1
215,200000,2,3,2,37,-1,-1,0,1,2,1,107823,-2062,177561,40074,102945,159330,12586,0,31737,11286,33040,60075,0
216,50000,2,2,1,29,-1,1,0,1,0,1,18008,13535,42993,13027,54539,6058,4593,827,18600,5300,16046,1287,0
217,80000,2,3,1,44,-1,1,4,6,-1,-1,28319,30625,49388,95602,19200,15068,9675,9394,20845,38892,6030,614,1
218,250000,1,2,1,49,0,0,-1,1,-1,-1,35778,155897,95513,219709,194423,117101,8808,65796,39108,78829,1922,29152,0
219,200000,2,3,1,32,-1,-1,0,-1,0,1,86805,-12755,40343,149372,65447,83435,31533,0,1129,22557,25748,6731,0
220,300000,1,5,1,43,1,4,-1,-1,0,0,85137,164333,165755,152759,61793,310077,4124,3531,26035,51310,28852,15359,0
221,200000,2,2,2,33,0,0,-1,0,0,0,64401,87902,25616,215322,102842,74174,19902,2400,8709,81836,51329,354,1
222,150000,2,3,2,26,0,1,0,0,0,0,-1314,92104,110083,7351,143567,10816,0,13397,25965,2048,57067,3318,0
223,30000,2,3,2,31,2,0,1,-1,-1,3,-1882,15554,15142,3264,13714,26426,0,2962,5741,595,341,4544,0
224,80000,1,3,1,35,-1,-1,0,-1,-1,-1,28000,22228,42746,60771,11320,60432,12429,7350,13423,2779,4791,16222,0
225,50000,1,3,2,21,-1,0,1,-1,-2,-1,8769,46589,-612,13224,48161,27958,126,22183,0,1695,4976,2979,0
226,50000,2,2,1,40,5,1,3,0,-1,0,28494,12936,38893,10623,8961,9786,7036,4802,8356,2558,1760,2751,0
227,800000,2,2,2,35,0,5,3,-1,-1,0,490001,542031,830694,577376,272902,350982,244117,121861,51251,270631,37501,2879,0
228,100000,2,1,2,44,-1,-1,-1,0,-1,0,96367,14993,77198,64129,80127,60878,25645,2639,22974,10830,34336,15700,0
229,360000,1,2,2,40,-1,2,-1,0,0,-1,31648,341359,230121,220996,363425,408614,15128,26359,37817,54871,39037,184177,0
230,200000,1,6,1,36,2,0,0,0,1,0,171699,115678,181914,183944,227332,138360,72290,46008,90660,89885,260,55175,0
231,250000,2,3,2,31,0,-1,0,0,0,0,263576,207234,222577,34217,66652,230130,114499,89764,108212,9338,25320,84107,0
232,120000,1,2,2,48,-1,1,-1,0,1,-2,91461,35589,108547,78473,30178,52552,12702,17374,3587,20126,8871,22668,0
233,150000,2,3,2,54,2,-1,-1,-1,0,0,153491,18992,44259,176441,156809,151428,71813,9195,9976,27683,64030,6896,1
234,120000,2,3,2,31,0,2,0,0,0,0,83085,56849,21618,62212,18146,67736,23496,27849,4916,7928,4552,2425,0
235,50000,2,2,2,44,5,-1,0,-1,-1,2,44113,24225,1429,18391,23158,6065,18774,9032,126,305,5490,2254,1
236,250000,2,1,1,28,-1,0,-1,0,0,0,16534,221618,24697,100642,88613,19902,5689,2829,1570,19618,29531,3085,0
237,80000,2,2,2,29,0,-1,0,-1,0,0,20661,31750,84716,10590,66777,21689,8442,1857,14280,3488,18137,8235,0
238,20000,1,3,1,31,-1,-1,0,-2,0,2,6957,31367,16095,17163,13769,-3359,1119,14283,4078,5618,3238,0,0
239,200000,2,3,1,41,0,-1,-1,-2,1,0,219380,215108,38905,1323,52032,20332,44359,97720,13174,471,8426,4660,0
240,50000,1,2,1,25,-1,0,1,-1,3,-1,26187,17545,22568,1326,8472,31253,12211,3379,7188,261,329,13638,0
241,500000,2,2,2,48,-1,-1,-1,0,0,0,205439,147986,46719,119958,400385,547933,15874,54207,6700,47646,168654,6343,0
242,500000,1,3,1,43,-1,-1,0,0,2,0,317319,457697,111254,520178,430299,434515,133628,185468,15793,223710,133149,55151,0
243,360000,2,4,2,40,-1,-1,3,1,0,1,3637,215947,332216,373729,21946,252367,347,41892,137224,77835,8027,105447,1
244,100000,1,3,2,32,4,0,-1,0,-1,-1,83791,58689,65589,70724,68109,119566,1247,2724,23753,30472,14638,54684,1
245,10000,1,3,2,42,-2,1,-1,0,0,0,2589,11423,6582,6547,9711,4064,957,4641,2047,1956,194,636,1
246,500000,2,2,2,21,0,2,-1,-2,5,0,152842,251341,351748,274790,507916,216558,25705,39494,135607,54058,202656,71077,0
247,100000,1,2,2,38,0,0,-1,-1,0,-1,25950,49483,63407,103846,26348,22022,10086,916,10600,42961,4975,10678,0
248,800000,2,2,1,36,0,0,-1,0,4,-1,302551,742486,638842,574167,291709,755701,124010,66206,57186,63550,17566,266743,0
249,800000,2,3,1,21,1,3,3,-1,-2,0,635684,221804,920675,717918,309666,184750,79022,23288,424666,345457,45568,13840,1
250,300000,1,2,2,38,1,4,-1,0,-1,0,228176,335356,39866,39070,105343,345505,16340,118482,5958,9821,6814,45375,1
251,80000,2,3,2,40,3,-1,-1,0,-1,-1,61604,66628,82812,45987,82179,86056,3400,6360,9291,12271,33436,11064,1
252,100000,1,2,1,21,1,0,2,-1,0,-1,38532,77238,25366,56879,107390,30209,16147,16033,2188,17890,10038,4220,0
253,300000,1,3,2,24,1,1,0,0,-2,2,266840,346800,119348,83517,290370,170107,43877,141634,7172,2985,97591,45084,1
254,80000,2,2,2,53,0,1,0,-1,2,-1,85244,6422,42925,58633,72924,74938,30296,2565,13272,3484,24841,22498,1
255,50000,2,2,2,33,0,0,-1,0,0,-1,40069,9670,49476,34822,35150,28285,15312,3213,11353,8583,10337,11892,0
256,150000,1,3,2,43,0,0,3,-2,-1,0,94071,115338,119945,9659,110479,160778,6511,42642,5046,300,21187,63997,0
257,500000,2,1,2,45,-1,0,-1,-2,-1,-1,105041,85764,282283,228561,65859,288653,18576,19456,16158,40564,12139,67016,0
258,200000,2,4,1,38,-1,1,0,2,0,-1,23804,100226,192793,227922,82495,169160,11078,2633,75276,3270,3281,48236,1
259,150000,2,3,2,44,-1,-1,1,0,2,0,37147,111632,105100,48045,116484,140458,16977,47094,12008,13959,46151,37608,0
260,30000,1,2,2,21,-1,0,-1,-1,-1,0,18167,2096,22845,24026,38248,11831,6878,425,10577,4423,11320,1633,1
261,200000,2,3,1,32,0,0,1,0,0,1,60425,86138,110224,61921,12828,125324,21946,29198,36000,17427,3416,6591,0
262,1000000,2,3,1,21,-1,1,1,-1,-1,2,1183356,643299,907055,57934,1062957,76909,512726,274790,212585,9033,63457,12831,1
263,30000,2,2,2,21,0,-1,4,-1,-1,0,19167,29591,1300,30244,10285,16784,633,8351,445,11248,2319,532,1
264,120000,2,4,1,30,2,0,2,1,0,-1,37096,5969,54196,135976,125249,139251,9527,885,18822,34770,56173,2383,0
265,360000,2,1,1,29,0,-1,-1,0,1,0,320623,74385,395471,95841,171238,402998,2559,5980,133060,14436,5230,45378,1
266,250000,1,2,1,35,-1,1,0,-1,2,0,79223,101750,157593,226644,54306,250108,7565,37944,52415,71824,17238,33379,1
267,200000,2,3,1,34,-1,1,2,3,0,-1,218298,13519,228704,211335,165175,229581,54892,4025,46065,67722,73228,71918,1
268,200000,1,2,1,36,2,1,-2,-1,-1,0,111622,123311,3248,173308,144166,77360,18722,38772,1460,41836,63416,4661,0
269,80000,1,2,2,36,3,-1,0,-1,-1,-1,52328,81347,47158,63995,79282,11955,1314,16706,23460,18666,23429,5315,0
270,80000,2,2,2,37,2,0,-1,-1,0,-1,19811,62608,74519,57685,71571,24865,6055,6110,35319,8327,892,71,0
271,300000,1,2,1,26,-1,-1,0,-1,-1,3,8289,329213,115641,128354,196479,311657,781,145317,37328,50026,14986,39968,1
272,300000,2,3,1,28,-1,0,1,-1,0,0,351880,192130,166379,47250,81638,345454,94648,58058,21381,6738,28371,115970,0
273,300000,2,3,1,34,4,-1,0,0,-1,-1,262535,202218,59557,158502,53394,52711,67099,6,24734,6373,25317,18927,1
274,360000,1,6,2,34,-1,1,7,0,2,0,341059,349022,186340,195775,104997,126284,158743,122845,3399,7814,37174,24749,1
275,120000,2,3,1,25,-1,-1,0,1,-1,-1,44710,137305,68871,17305,125511,-5023,19536,52248,25556,2587,25605,0,0
276,120000,2,2,3,44,-1,0,0,0,0,-2,82550,137123,69896,18603,103256,13984,18561,44251,12522,7808,25427,1628,0
277,250000,2,2,1,41,4,-1,0,0,-1,2,120154,57982,132098,243207,6590,253223,38274,24578,34483,96445,1670,122858,0
278,200000,2,2,2,27,0,0,4,0,-1,0,1344,238725,54376,22252,193192,232470,11,82861,26843,8432,92368,110428,1
279,200000,1,3,1,33,3,0,2,2,0,1,193681,80492,232656,9583,19407,245480,64492,40224,78623,3529,1903,14011,1
280,250000,2,1,1,53,-1,0,5,-1,0,2,-447,98827,233372,69463,45387,65027,0,42770,18285,32505,9587,5176,0
281,360000,2,2,1,36,1,-1,5,2,-1,0,238932,310892,352941,139693,93241,14547,30898,41685,38876,54904,44776,4868,0
282,80000,1,4,2,38,-1,-2,2,-1,1,-1,58751,46654,62591,1129,7669,79932,14109,2415,11674,520,2923,4311,1
283,100000,2,3,1,29,-1,0,3,-1,0,-1,46010,17937,110680,90113,12709,42938,3561,4260,11284,17953,5784,17166,1
284,30000,2,2,1,32,0,2,-1,-1,6,-1,-4173,26914,21227,28410,7239,14839,0,5828,4844,13551,3279,7020,1
285,150000,1,2,2,48,0,0,-1,0,-1,0,117345,158075,152194,14202,116188,58264,34925,5485,23336,1602,5882,18038,1
286,20000,1,3,1,36,0,2,2,2,-1,0,16940,20299,26286,19006,-1452,29422,6223,529,180,4338,0,1968,0
287,120000,2,3,1,34,4,2,0,-1,1,0,3568,79692,10817,84251,94079,114344,1331,377,2486,26813,14448,54510,1
288,150000,1,2,2,35,-1,0,2,0,0,0,56791,54424,122913,111221,119551,22030,2230,155,56894,43778,42238,8725,0
289,80000,2,2,2,57,-1,0,1,-1,-1,-2,49297,79422,32380,91694,34510,31007,20889,22274,10277,31793,9573,2922,1
290,150000,1,3,2,35,0,-1,-1,0,0,-1,176569,166667,60005,-4684,59781,151450,68456,26788,4312,0,8312,60792,0
291,20000,2,3,1,27,2,2,2,0,0,2,22694,25014,1299,9292,-3920,18646,3070,172,476,3532,0,1062,1
292,20000,1,3,1,29,1,0,1,0,-1,1,21343,19155,22596,5298,2254,10402,5165,2241,3073,578,410,3889,1
293,300000,1,2,1,42,0,1,0,2,1,3,156919,188851,264471,69568,17209,284861,1671,85912,8855,26736,7335,81717,1
294,80000,2,4,2,22,0,-2,0,-1,0,-1,-372,8528,4487,94214,38529,56779,0,4013,2115,33176,18926,28118,0
295,30000,2,2,2,39,-1,0,0,3,0,-1,9971,5629,16668,30593,43348,17808,2011,802,7133,9328,2163,1721,0
296,150000,2,2,3,28,-2,0,-1,0,1,-1,85958,85739,77770,127075,17486,67852,40587,27481,11481,18000,1583,20318,0
297,250000,2,3,1,21,0,-1,1,3,0,0,149343,212725,29834,294504,272000,-1664,65126,39654,11483,36614,126866,0,0
298,50000,1,2,2,26,1,-2,2,-1,1,1,13494,-105,38024,51487,-5538,19518,4061,0,15463,18223,0,7104,0
299,200000,1,3,1,35,0,0,-1,2,2,0,99510,128790,36412,70228,171182,216878,30373,43254,7432,25588,18042,21308,1
300,30000,2,1,2,47,0,-1,-2,-1,3,0,17760,887,5796,6270,28634,24291,7658,193,1597,408,11353,10457,1
301,20000,2,3,2,43,0,0,-1,1,0,1,6524,11794,13326,-3200,29138,21503,3141,2824,6398,0,10053,3372,1
302,150000,2,2,1,32,0,0,1,4,-1,-1,135948,78602,38402,86021,43946,67519,52486,16744,17453,38330,6374,11753,1
303,150000,1,3,1,43,2,-1,2,2,-2,0,63441,70234,160343,152660,73456,56910,16684,30372,54383,50322,30243,3386,0
304,200000,2,1,1,31,0,-1,-1,0,0,2,74783,195644,185423,202501,43840,193401,18117,29513,73522,12807,2942,60319,0
305,250000,1,3,2,21,-2,4,-1,-1,-1,0,30427,64315,226571,86354,44672,56341,3076,24767,89595,29557,15617,17323,0
306,800000,2,3,1,35,1,-1,2,0,-1,0,893263,948962,520669,408870,285689,247583,143664,190285,82670,52732,19014,74768,0
307,120000,2,2,1,21,0,-1,-1,0,0,0,96868,131704,72474,123480,104995,117840,44796,21779,4062,46788,25693,16966,1
308,80000,1,2,3,42,0,-2,-1,0,8,1,73273,68747,79684,12279,99893,20615,14181,3106,24936,1024,5276,1497,1
309,250000,2,2,1,42,2,-1,-1,1,-1,-1,202034,242615,223520,59756,263439,50345,47129,34992,61995,20611,84055,8908,0
310,80000,1,3,1,27,-1,0,2,-1,-2,2,16732,12585,31438,4059,87873,61907,881,2148,6674,484,3359,28054,0
311,100000,2,2,2,36,0,-1,-1,0,-2,-1,16021,95976,31565,98529,106577,101395,4399,7846,366,12407,33764,43055,0
312,30000,1,2,2,36,0,0,-1,0,-1,-1,33696,6578,6854,24260,20775,16088,6791,1026,1028,5444,2035,5063,1
313,20000,2,2,1,42,-1,0,3,-2,6,-1,2715,19029,16777,5486,19128,17015,496,8499,1553,1297,4485,3158,1
314,800000,1,4,2,23,1,0,-1,-2,-1,-1,844269,383183,360312,278110,133442,336338,358018,133638,75793,132785,28496,38714,0
315,300000,2,2,1,40,0,0,0,0,0,0,341945,249009,264818,192157,45947,209652,15416,122917,128417,27755,21567,63355,0
316,200000,2,1,2,23,0,1,-1,-1,-1,0,136685,190159,106559,35279,172820,209166,3911,13701,12588,12270,22680,20726,1
317,100000,2,3,1,41,1,2,0,1,-1,0,48329,56175,50568,19290,65829,105544,8790,17929,1152,7171,2501,43271,0
318,50000,1,3,1,44,-1,0,-1,3,-1,0,39175,19374,38529,69485,28425,35254,4202,8531,733,793,1226,4185,0
319,50000,2,2,2,28,0,-1,0,-1,-1,-1,37546,24221,40494,36439,47090,34436,8051,1564,6551,7834,2655,6281,0
320,50000,1,6,2,45,1,0,0,1,-1,2,59220,51097,16243,18980,4303,15265,27199,22572,92,8642,875,2804,1
321,150000,2,3,2,21,1,0,1,0,-2,-1,60290,174777,149869,6291,64903,111137,17177,29049,22858,716,8146,35965,1
322,200000,1,2,2,44,0,-1,0,0,1,1,135046,179302,104687,244691,23423,16670,21546,59428,29983,70255,7686,5752,0
323,200000,2,2,2,47,0,-2,3,0,-1,0,131227,119610,89477,17130,210074,199923,30626,36295,24254,5931,16422,98954,1
324,80000,1,3,1,38,-1,3,-1,1,-1,-1,19238,25784,31991,22813,75684,90212,2687,6601,6693,547,19783,11848,0
325,500000,1,2,1,33,2,0,1,4,-1,0,518738,300976,190322,62906,276545,16182,25014,40527,31237,25478,112922,612,1
326,250000,1,2,2,37,0,-1,4,0,1,1,55654,43566,237256,104988,157542,60043,8796,6621,115002,20873,18017,21942,1
327,150000,2,2,2,29,0,0,-1,0,-1,5,99859,157679,19968,139278,164668,162353,32478,16847,415,49363,24381,37651,1
328,200000,1,3,3,58,-1,-1,-1,0,0,-1,83842,201100,43987,208166,33210,70005,6910,45631,10026,89526,398,34223,0
329,100000,2,3,1,29,0,-2,1,0,-1,0,107443,93276,41794,19750,81553,100317,38228,30111,15645,7911,21780,11072,0
330,50000,2,3,1,46,-2,-1,0,-1,-1,-1,43558,3882,15212,5714,18847,-6598,21651,253,3144,1312,2197,0,0
331,80000,2,2,1,28,2,0,-1,-1,0,-1,14043,40973,58772,60128,90667,32775,3594,2174,13166,7423,12458,12868,1
332,250000,2,3,1,49,2,3,0,-1,1,0,278254,127351,231479,204273,121715,81218,123330,56249,33608,54162,12411,9020,1
333,10000,1,3,1,53,-1,1,3,0,-1,-2,-5522,6030,9927,6720,-5154,16811,0,2179,1366,1395,0,8383,0
334,30000,2,2,1,38,0,-1,-1,-1,0,2,12935,24594,3900,8529,20111,30324,5536,1725,542,4066,3215,4407,0
335,20000,1,3,2,37,0,-1,0,0,0,-1,25804,26764,19791,10161,4039,3825,7855,9799,7635,3510,1203,1208,0
336,20000,2,2,1,26,1,0,-1,-2,-1,-1,5737,16766,4085,18404,25553,25086,2160,5824,1603,1111,9522,1066,0
337,300000,1,3,1,25,1,-1,2,1,-1,-1,192650,339954,95399,33455,69476,78513,22158,12373,26176,1804,27204,13929,1
338,200000,2,1,2,37,6,1,-1,0,0,-1,236387,203630,28262,200353,48448,14198,55648,14701,8480,4789,18128,642,1
339,120000,1,3,2,48,-1,-1,-1,0,3,-1,34517,59399,7574,126528,98260,73515,9073,22652,1046,26059,21214,28957,0
340,30000,2,5,2,30,-1,-1,4,0,2,0,26193,-3292,2103,8718,26615,26521,2919,0,590,3872,9140,1376,1
341,120000,1,6,2,54,0,0,0,3,0,-1,91546,66348,44774,70067,3734,80565,42752,30619,1696,19503,764,7338,0
342,120000,2,2,2,29,1,-1,1,2,0,-1,133573,68219,105760,97460,66713,104938,11923,28723,25501,240,15494,21335,0
343,50000,1,2,2,37,-1,0,0,1,0,-1,8023,21517,46211,42502,346,30833,3154,9005,15657,16909,30,8097,0
344,100000,2,1,2,37,-1,3,0,-1,1,-1,32022,28707,12516,40508,42783,50901,6406,2585,2919,7595,5429,24523,1
345,100000,2,3,2,34,1,0,2,-1,-1,2,86931,59699,70777,47455,87653,8781,551,28839,32581,13876,42643,3978,0
346,200000,2,3,1,21,1,1,5,-1,1,0,199233,189143,169237,135237,68919,50804,66405,52212,72824,64580,34380,16116,1
347,200000,2,2,1,29,-1,0,0,1,0,0,182896,122952,204536,136558,100207,165804,3227,16499,79372,33337,47776,45849,0
348,20000,2,2,2,36,2,-1,2,0,-1,1,5707,8167,25232,16197,137,9325,2441,3217,3589,3656,57,4030,1
349,100000,2,4,2,34,-1,-1,2,0,2,-1,45547,17926,81410,38002,106952,117532,1982,6290,28403,17756,38619,6988,0
350,200000,2,2,2,40,-1,0,0,-1,-1,1,51191,170275,216255,24465,195173,78373,17903,34592,73388,3244,36954,6062,0
351,120000,2,2,1,41,-1,0,3,-1,2,-1,110552,124866,40693,60599,54587,17764,37075,46670,11108,16426,13159,5730,1
352,300000,2,2,2,32,2,0,-1,0,-1,0,316175,179293,237104,29560,103944,251368,35366,82136,93637,4292,24898,71935,0
353,200000,1,2,2,26,0,-1,2,-1,1,-1,135117,33149,142160,169195,201586,167755,21003,15586,16332,25069,36412,53072,0
354,50000,2,3,2,48,-1,0,-1,-1,-1,0,5726,12549,19630,41650,24378,42647,2034,4364,2543,4957,6701,1088,0
355,30000,2,4,2,22,-1,0,-2,-1,0,0,29096,19219,11275,26314,17943,22029,13778,3341,5388,5687,5951,7554,1
356,200000,1,3,3,29,0,-1,1,1,-2,-1,98827,36288,2203,166748,104107,69556,41304,16154,218,23212,7519,26896,0
357,20000,2,2,1,27,0,1,3,0,-1,0,3095,4163,3652,18154,1285,23324,1011,388,1758,232,510,6254,0
358,150000,1,3,1,41,5,2,-1,-1,1,0,105515,762,42573,161066,35942,105127,25410,381,4274,77534,1455,22585,1
359,500000,1,2,2,46,1,-1,0,-1,0,-1,59677,176557,559416,529058,117191,492938,24110,75955,117976,248767,5971,244470,1
360,150000,2,2,1,33,-1,0,0,0,0,3,101493,36845,52887,93977,47621,112231,35413,15921,2753,37560,20000,776,0
361,100000,2,6,2,37,0,2,-1,4,1,-1,112296,54590,81059,67822,120935,21625,2823,22820,15519,29384,39736,6980,1
362,200000,2,2,1,38,-1,0,-1,2,0,-1,139265,165156,2144,223838,194291,204122,46954,63320,87,76624,35370,23164,0
363,120000,2,2,1,51,4,1,-1,-1,0,0,128025,56408,92094,86897,12502,5915,13017,8344,42494,14131,5752,1269,0
364,150000,2,6,1,21,-2,-1,0,-1,1,-1,159216,119341,142539,5285,143262,80047,8562,9389,21106,492,63554,37420,0
365,500000,1,2,1,41,-1,-1,0,0,-1,2,100281,277084,512668,369411,552207,261695,23029,410,31987,159048,262700,72010,0
366,100000,1,3,1,38,0,-1,-1,0,-1,0,77153,90122,26291,-3577,44734,109323,5986,2576,6185,0,3311,47582,1
367,800000,2,4,1,31,-1,4,1,-1,0,0,499118,134186,111971,740693,594310,669210,223922,52841,44956,235597,258429,193889,1
368,360000,1,2,2,37,-1,-1,0,0,4,-1,15458,270436,202582,183431,307947,21224,2379,68915,70345,55246,37527,9146,0
369,50000,2,1,2,41,0,2,2,-1,0,1,11305,54929,39851,55565,3824,50105,3313,4746,837,16671,807,3897,0
370,20000,2,2,2,40,0,-1,0,-1,0,0,2026,22563,2454,17901,7923,24581,869,10437,403,4136,330,4463,0
371,30000,1,2,2,54,0,-2,0,1,0,1,27816,31868,8572,19370,17387,15095,13803,9376,794,2837,5871,2792,0
372,10000,2,2,1,36,2,-1,-1,0,0,-1,4264,10205,18199,92,6762,6229,1763,1585,20,21,1889,2035,0
373,30000,2,3,2,35,0,0,-1,0,-1,0,7507,29328,25203,8127,18673,4393,3142,10850,6093,1624,5864,1322,1
374,200000,2,2,2,33,3,-1,-1,3,1,0,29289,179861,185568,242058,104644,7866,10477,70192,43759,81233,17122,1024,1
375,30000,2,2,2,39,-1,2,0,-1,0,0,-5240,-7495,26274,19114,6723,30529,0,0,6623,5108,3260,900,0
376,80000,2,3,2,34,-1,2,0,0,4,1,97098,53841,81211,43497,33445,92388,23543,17956,21213,17032,15351,25446,1
377,300000,1,3,1,35,0,-1,2,-1,-1,3,147513,99080,52781,240326,341535,31641,62475,21974,2300,118985,117983,12276,0
378,20000,2,3,2,35,-1,0,0,-1,-1,-1,14891,10943,-2051,21465,29631,9627,4076,3035,0,1409,2479,2830,1
379,300000,2,2,1,33,-1,0,-1,0,-1,-1,10156,322825,69648,308169,268983,349054,5,33707,1648,133067,112410,44313,0
380,80000,2,3,1,29,2,5,2,-2,2,1,19371,93412,90393,39338,2820,76259,8729,41817,18719,14766,1294,20137,1
381,30000,2,3,1,38,0,-1,0,0,1,0,12797,15664,22136,-2620,36655,32518,642,5714,10472,0,13288,14054,1
382,200000,2,2,1,32,-1,0,-1,-2,1,-1,90273,117013,243918,175660,16463,142185,12337,48782,22540,58721,5991,64253,1
383,200000,1,2,2,40,1,-1,-1,0,0,-1,142149,84067,30847,69462,71761,228557,58035,30999,3064,7143,667,26971,0
384,360000,2,2,3,35,-1,0,-1,-1,-1,-1,124835,136222,365054,348033,75383,416422,55997,19216,166551,128877,23608,142565,0
385,250000,2,3,1,31,0,-1,-1,-1,0,-2,152698,175589,158544,35700,44985,77001,54619,85935,66101,16200,8767,14463,1
386,300000,1,2,1,49,-1,0,2,1,0,0,335187,180376,315562,117276,242928,63930,159934,4739,151764,44592,35106,30006,1
387,80000,1,4,1,34,-1,3,0,-1,-1,-1,58142,98090,62125,8791,8282,24781,1965,24596,7399,287,3144,6769,0
388,50000,2,3,2,40,-1,0,2,0,0,-2,48794,40786,37787,21265,51843,18740,9807,13799,17439,3846,6316,6026,0
389,250000,2,4,1,28,2,0,1,-1,-1,-1,272494,292910,204937,62412,113596,208210,41869,25106,71677,8084,29946,13893,1
390,300000,2,1,2,21,-2,0,-1,-1,0,0,255358,31938,329451,149974,16599,205303,23225,11162,61924,26133,6985,51405,0
391,1000000,2,2,2,29,0,0,0,0,-1,1,774770,683034,336150,1176604,1011427,839601,41739,187458,165816,226309,395398,273596,0
392,100000,2,1,2,21,-1,0,4,0,2,-2,96788,119581,41946,49607,77898,117404,41939,50805,16452,12591,4363,43968,1
393,100000,2,2,2,32,-1,0,-1,2,0,-1,85573,42875,19976,65630,95455,1572,36400,17896,8673,10181,41714,611,0
394,250000,2,3,2,48,0,8,-1,1,-1,8,180213,158640,157546,26407,149017,253535,9933,40721,61833,2858,55093,23684,0
395,80000,1,1,2,26,0,-1,-1,-1,-1,0,20564,67797,40956,34476,85260,69241,9326,28425,2315,8069,39976,13776,0
396,500000,2,2,2,21,0,-1,0,-1,-1,0,16082,466797,352476,187405,24879,591020,3805,215934,60935,65292,1618,140374,1
397,300000,2,2,2,48,2,-1,-1,-2,0,-1,155904,317216,335573,124748,220260,215003,74676,37974,20995,37136,43328,62377,0
398,100000,2,2,2,30,-1,0,0,-1,0,0,96357,81274,27927,112910,-979,39307,45259,31062,9047,18627,0,15690,1
399,250000,2,3,2,34,-2,-2,-1,0,3,0,168136,292529,172703,451,65775,241711,41733,118116,72586,207,22964,103880,1
400,250000,2,3,2,42,2,2,-1,-1,0,-1,28648,220785,53021,14745,212196,73645,3107,37523,17412,2783,9251,34862,1
401,30000,1,3,2,39,4,0,-1,0,0,0,17376,3613,11033,21565,16026,32105,4245,219,919,1177,1894,9871,1
402,360000,1,2,2,41,0,2,-1,-2,0,0,261628,308623,245726,369671,321314,355886,65545,97535,89149,14279,142085,174236,1
403,120000,1,4,1,43,0,-1,-1,2,2,3,43503,48689,53556,4929,25979,126155,3118,9023,25025,1852,1599,62494,1
404,300000,1,3,1,21,-1,-1,0,0,-1,-2,31862,183951,117506,275913,227029,275237,8104,6495,27041,74678,41466,66792,0
405,80000,2,2,2,22,0,-1,3,4,0,2,52958,39683,78030,88239,45632,38932,1028,12099,23419,23231,15155,6521,1
406,360000,1,2,1,45,-1,0,1,3,3,3,33437,250894,373981,369011,60310,87856,9226,15566,111988,142161,11894,19783,1
407,100000,1,4,1,27,6,-2,1,0,-2,-1,3037,108720,69826,124436,74520,6822,334,29639,3355,17337,4486,2362,0
408,10000,2,3,1,28,-1,1,0,-1,-1,-1,11751,6506,4902,12985,6893,-6104,2833,2628,1476,423,40,0,1
409,360000,2,3,2,23,-1,1,3,-1,1,-1,206578,335206,210244,264381,415587,127281,29022,106846,60853,93401,122165,34457,0
410,30000,1,2,2,31,0,0,3,-1,0,-1,468,41445,23654,27315,34919,15544,56,19691,679,1615,15045,1613,1
411,80000,2,2,1,31,-1,2,1,0,-1,0,58488,67060,84999,35461,67864,10399,2244,23080,26727,7824,13621,4109,0
412,500000,2,3,1,26,0,0,0,0,0,-1,6509,448380,250145,286085,316671,243797,1756,63498,96385,29288,58552,69308,0
413,500000,1,3,2,25,4,0,-1,0,0,2,198793,223495,88679,63887,399832,172768,33499,30945,34074,22971,81374,19347,0
414,150000,1,2,2,37,0,0,-1,-1,0,2,34014,90996,8821,88844,78418,143129,16111,29505,357,21533,35630,37464,0
415,200000,2,3,1,27,2,-1,-1,0,-1,-2,92259,177111,102766,209785,95772,63117,15377,62622,3737,98858,12885,12228,0
416,100000,2,2,1,29,-2,0,0,-1,-1,0,2002,66820,91771,69132,18173,20091,536,11231,9042,16786,3894,7334,0
417,80000,2,3,2,21,-1,0,-2,1,0,-2,93771,9276,1685,61307,88559,77841,24306,2587,638,14267,15210,37369,1
418,80000,1,4,2,52,3,1,1,-2,0,0,15846,58564,36085,28539,79344,84222,6495,19539,14068,5866,2838,4149,1
419,200000,2,3,2,43,-1,-1,-1,-1,0,-1,235152,222013,188785,3920,238572,157060,50628,2071,64545,315,32119,16664,0
420,250000,2,2,2,30,0,-1,-1,0,-2,1,159450,202854,99258,171036,204528,73159,48253,63178,12963,59406,1085,32063,0
421,250000,1,2,2,26,0,0,0,0,-1,2,13116,266220,121956,109411,75208,296453,3186,30743,25823,16225,34102,22078,1
422,250000,2,3,1,35,0,1,0,-1,-1,0,268670,66881,12217,279161,182543,142582,31304,2286,4328,17999,67693,3070,1
